DATE,AWND,PRCP,TMAX,TMIN,TOBS,BEAUFORT_SCALE,PRCP_SCALE,MEAN_TEMP,COLLISION COUNT,TEMP_SCALE,CASES_COUNT
2018-06-01,1.625,4.354761904761905,24.92142857142857,17.37142857142857,18.683333333333334,Light Breeze,Slight,20.325396825396822,751,"[20, 22)",1
2018-06-02,3.4875000000000003,5.296296296296297,29.330769230769228,18.8,21.825,Gentle Breeze,Slight,23.318589743589744,622,"[22, 24)",1
2018-06-03,4.999999999999999,6.153164556962025,23.799999999999997,12.353846153846153,15.125,Gentle Breeze,Slight,17.092948717948715,525,"[16, 18)",1
2018-06-04,2.8875,13.22325581395349,20.700000000000003,10.392307692307693,10.75,Light Breeze,Slight,13.9474358974359,698,"[12, 14)",1
2018-06-05,3.4875000000000007,0.8012658227848101,23.092857142857135,11.5,13.23333333333333,Gentle Breeze,Slight,15.942063492063491,688,"[14, 16)",1
2018-06-06,2.5375,0.7822784810126582,22.15,12.815384615384614,14.050000000000004,Light Breeze,Slight,16.33846153846154,651,"[16, 18)",1
2018-06-07,2.9375,0.0210526315789473,21.11428571428571,14.20714285714286,14.783333333333331,Light Breeze,Slight,16.7015873015873,693,"[16, 18)",1
2018-06-08,2.6750000000000003,0.0038461538461538,25.357142857142858,13.214285714285712,14.22,Light Breeze,Slight,17.597142857142856,757,"[16, 18)",1
2018-06-09,2.3125,0.0,27.778571428571432,16.96923076923077,18.875,Light Breeze,Slight,21.20760073260073,706,"[20, 22)",1
2018-06-10,1.8625,0.2907894736842105,24.246153846153845,15.841666666666669,18.475,Light Breeze,Slight,19.52094017094017,533,"[18, 20)",1
2018-06-11,2.7125000000000004,3.961176470588235,21.54615384615384,13.323076923076922,14.333333333333336,Light Breeze,Slight,16.4008547008547,686,"[16, 18)",1
2018-06-12,3.2750000000000004,0.2804878048780488,22.90714285714285,10.76923076923077,12.6,Light Breeze,Slight,15.425457875457877,720,"[14, 16)",1
2018-06-13,3.2125,0.2552941176470588,24.64285714285714,14.5,16.950000000000003,Light Breeze,Slight,18.69761904761905,706,"[18, 20)",1
2018-06-14,5.6,1.3523809523809522,27.307692307692307,18.415384615384617,19.46,Moderate Breeze,Slight,21.72769230769231,833,"[20, 22)",1
2018-06-15,3.775,0.0077922077922077,26.376923076923077,16.008333333333333,16.525,Gentle Breeze,Slight,19.636752136752133,728,"[18, 20)",1
2018-06-16,2.4750000000000005,0.0,27.733333333333327,14.808333333333332,15.975,Light Breeze,Slight,19.505555555555556,677,"[18, 20)",1
2018-06-17,2.325,0.0,31.258333333333333,15.966666666666669,17.03333333333333,Light Breeze,Slight,21.41944444444444,627,"[20, 22)",1
2018-06-18,4.325,0.3864197530864197,32.34615384615384,19.26153846153846,20.9,Gentle Breeze,Slight,24.16923076923077,808,"[24, 26)",1
2018-06-19,3.8,5.287640449438203,31.884615384615383,21.615384615384617,24.440000000000005,Gentle Breeze,Slight,25.98,812,"[24, 26)",1
2018-06-20,2.4,0.1772151898734177,29.450000000000003,18.625,18.75,Light Breeze,Slight,22.275,698,"[22, 24)",1
2018-06-21,2.5875000000000004,9.283333333333331,29.146153846153847,18.10769230769231,18.42,Light Breeze,Slight,21.89128205128205,815,"[20, 22)",1
2018-06-22,3.8125,0.4756410256410256,25.60833333333333,17.441666666666663,19.15,Gentle Breeze,Slight,20.73333333333333,728,"[20, 22)",1
2018-06-23,3.0125,1.3142857142857145,20.966666666666665,16.441666666666666,16.833333333333332,Light Breeze,Slight,18.080555555555552,513,"[18, 20)",1
2018-06-24,2.85,0.5533333333333333,25.89166666666667,17.683333333333334,19.26666666666667,Light Breeze,Slight,20.947222222222223,553,"[20, 22)",1
2018-06-25,4.3375,3.8651162790697673,28.461538461538467,17.815384615384616,19.76,Gentle Breeze,Slight,22.01230769230769,733,"[22, 24)",1
2018-06-26,3.6999999999999993,0.004054054054054,25.700000000000003,14.776923076923078,16.34,Gentle Breeze,Slight,18.93897435897436,762,"[18, 20)",1
2018-06-27,3.8,0.0876543209876543,24.32307692307692,16.45384615384615,16.779999999999998,Gentle Breeze,Slight,19.185641025641026,540,"[18, 20)",1
2018-06-28,3.2124999999999995,13.142696629213484,26.428571428571427,19.4,20.28333333333333,Light Breeze,Slight,22.037301587301588,737,"[22, 24)",1
2018-06-29,2.8625000000000003,7.466666666666667,31.02307692307692,20.23333333333333,20.825,Light Breeze,Slight,24.02713675213675,845,"[24, 26)",1
2018-06-30,2.25,0.02,32.138461538461534,20.28333333333333,22.600000000000005,Light Breeze,Slight,25.00726495726496,651,"[24, 26)",1
2018-07-01,1.9625,0.0,35.36666666666667,23.01666666666667,24.83333333333333,Light Breeze,Slight,27.73888888888889,563,"[26, 28)",1
2018-07-02,2.4125,0.0,35.04615384615385,22.853846153846156,23.12,Light Breeze,Slight,27.00666666666667,719,"[26, 28)",1
2018-07-03,1.85,1.4975903614457833,34.06153846153846,23.750000000000004,25.25,Light Breeze,Slight,27.68717948717949,678,"[26, 28)",1
2018-07-04,1.8625,8.810843373493976,32.36666666666667,23.791666666666668,25.2,Light Breeze,Slight,27.119444444444444,406,"[26, 28)",1
2018-07-05,3.6625,0.5686746987951806,32.03333333333334,23.415384615384617,24.2,Gentle Breeze,Slight,26.549572649572653,720,"[26, 28)",1
2018-07-06,4.3125,4.632098765432098,29.82307692307692,21.330769230769228,24.68,Gentle Breeze,Slight,25.277948717948718,654,"[24, 26)",1
2018-07-07,3.6375,2.509210526315789,25.883333333333336,15.6,15.933333333333332,Gentle Breeze,Slight,19.13888888888889,526,"[18, 20)",1
2018-07-08,2.0625,0.0038961038961038,27.425,14.4,16.666666666666668,Light Breeze,Slight,19.49722222222222,545,"[18, 20)",1
2018-07-09,2.8125,0.0064935064935064,30.275,16.575,17.625,Light Breeze,Slight,21.491666666666664,672,"[20, 22)",1
2018-07-10,2.8875,0.0,33.10833333333333,18.975,19.6,Light Breeze,Slight,23.89444444444444,727,"[22, 24)",1
2018-07-11,3.375,0.0064935064935064,31.88461538461538,21.25,22.075,Light Breeze,Slight,25.06987179487179,627,"[24, 26)",1
2018-07-12,2.2625,1.1580246913580243,29.524999999999995,19.258333333333333,20.15,Light Breeze,Slight,22.977777777777774,642,"[22, 24)",1
2018-07-13,2.5250000000000004,0.0,29.633333333333336,17.783333333333335,17.675,Light Breeze,Slight,21.697222222222223,726,"[20, 22)",1
2018-07-14,3.500000000000001,0.5923076923076923,31.4,19.216666666666665,21.46666666666667,Gentle Breeze,Slight,24.027777777777786,577,"[24, 26)",1
2018-07-15,2.5875,16.23658536585366,30.566666666666663,20.76666666666667,21.133333333333333,Light Breeze,Slight,24.155555555555555,564,"[24, 26)",1
2018-07-16,2.8875,3.062025316455696,31.89999999999999,21.90833333333333,22.0,Light Breeze,Slight,25.26944444444444,719,"[24, 26)",1
2018-07-17,3.3875000000000006,4.250649350649351,32.0,21.70833333333333,25.0,Light Breeze,Slight,26.23611111111111,680,"[26, 28)",1
2018-07-18,4.1,22.08117647058824,30.45,18.841666666666665,19.175,Gentle Breeze,Slight,22.822222222222223,688,"[22, 24)",1
2018-07-19,2.6125000000000003,0.0189873417721519,28.75,16.625,16.8,Light Breeze,Slight,20.725,739,"[20, 22)",1
2018-07-20,2.6,0.0,28.253846153846155,17.43076923076923,18.22,Light Breeze,Slight,21.30153846153846,700,"[20, 22)",1
2018-07-21,4.8625,2.118666666666667,26.73846153846154,17.52307692307692,19.066666666666663,Gentle Breeze,Slight,21.10940170940171,622,"[20, 22)",1
2018-07-22,6.1625000000000005,25.379310344827587,26.916666666666668,19.95833333333333,22.066666666666663,Moderate Breeze,Slight,22.980555555555554,540,"[22, 24)",1
2018-07-23,5.7875,11.491011235955057,28.133333333333336,22.741666666666664,23.779999999999998,Moderate Breeze,Slight,24.885,614,"[24, 26)",1
2018-07-24,6.000000000000001,3.272941176470588,28.70769230769231,23.7,24.32,Moderate Breeze,Slight,25.57589743589743,654,"[24, 26)",1
2018-07-25,4.8,14.544565217391304,27.50769230769231,22.138461538461534,23.1,Gentle Breeze,Slight,24.24871794871795,657,"[24, 26)",1
2018-07-26,2.8625,17.1875,29.25,22.03333333333333,22.1,Light Breeze,Slight,24.46111111111111,606,"[24, 26)",1
2018-07-27,2.575,3.1164556962025314,31.02307692307693,20.21538461538461,21.32,Light Breeze,Slight,24.186153846153847,753,"[24, 26)",1
2018-07-28,1.8375,14.474390243902436,30.558333333333337,20.041666666666668,20.366666666666667,Light Breeze,Slight,23.655555555555555,637,"[22, 24)",1
2018-07-29,2.8,0.5041666666666667,29.00769230769231,20.23333333333333,20.566666666666663,Light Breeze,Slight,23.26923076923077,463,"[22, 24)",1
2018-07-30,1.9375,0.3394736842105263,27.54166666666667,18.423076923076923,17.78,Light Breeze,Slight,21.248247863247865,580,"[20, 22)",1
2018-07-31,2.5375,0.0342465753424657,27.1,18.73333333333333,19.725,Light Breeze,Slight,21.852777777777774,709,"[20, 22)",1
2018-08-01,4.3375,1.848780487804878,29.700000000000003,21.54615384615384,22.32,Gentle Breeze,Slight,24.52205128205128,660,"[24, 26)",1
2018-08-02,3.65,6.375308641975308,30.76153846153846,22.81538461538461,23.22,Gentle Breeze,Slight,25.59897435897436,722,"[24, 26)",1
2018-08-03,3.1125,9.303658536585363,30.51538461538462,22.907692307692308,24.56,Light Breeze,Slight,25.99435897435897,749,"[24, 26)",1
2018-08-04,2.85,18.308860759493676,30.7,22.491666666666664,23.3,Light Breeze,Slight,25.49722222222222,605,"[24, 26)",1
2018-08-05,1.8,11.74625,32.09166666666667,21.666666666666668,24.066666666666663,Light Breeze,Slight,25.941666666666663,573,"[24, 26)",1
2018-08-06,2.4,0.0415584415584415,33.63076923076923,23.03076923076923,23.1,Light Breeze,Slight,26.587179487179487,632,"[26, 28)",1
2018-08-07,3.35,1.5242857142857142,32.76153846153846,22.81538461538461,23.880000000000003,Light Breeze,Slight,26.48564102564102,658,"[26, 28)",1
2018-08-08,2.3125,12.561904761904762,32.56153846153846,22.53076923076923,22.44,Light Breeze,Slight,25.84410256410256,656,"[24, 26)",1
2018-08-09,3.1125000000000003,8.162650602409638,31.96923076923077,22.457142857142856,23.133333333333336,Light Breeze,Slight,25.853235653235654,709,"[24, 26)",1
2018-08-10,2.0875,0.8094594594594594,31.085714285714285,20.185714285714283,20.166666666666668,Light Breeze,Slight,23.812698412698413,707,"[22, 24)",1
2018-08-11,2.1875,16.92676056338028,28.264285714285712,20.553846153846152,22.65,Light Breeze,Slight,23.82271062271062,568,"[22, 24)",1
2018-08-12,2.525,26.29875,27.769230769230766,21.592307692307696,22.1,Light Breeze,Slight,23.820512820512818,499,"[22, 24)",1
2018-08-13,3.025,6.108108108108108,26.023076923076925,21.76153846153846,22.34,Light Breeze,Slight,23.374871794871797,617,"[22, 24)",1
2018-08-14,2.7,13.140506329113922,26.43571428571429,20.73076923076923,21.05,Light Breeze,Slight,22.73882783882784,701,"[22, 24)",1
2018-08-15,3.5125,4.894736842105263,30.25,20.728571428571428,21.116666666666664,Gentle Breeze,Slight,24.031746031746028,645,"[24, 26)",1
2018-08-16,2.7750000000000004,0.01125,31.77857142857143,22.26428571428572,22.58333333333333,Light Breeze,Slight,25.54206349206349,647,"[24, 26)",1
2018-08-17,3.1875,2.984,31.55,22.32857142857143,22.3,Light Breeze,Slight,25.392857142857142,703,"[24, 26)",1
2018-08-18,3.25,19.125316455696204,31.178571428571427,21.41538461538461,23.05,Light Breeze,Slight,25.21465201465201,579,"[24, 26)",1
2018-08-19,3.475,6.26375,26.03076923076923,19.684615384615384,19.7,Gentle Breeze,Slight,21.8051282051282,490,"[20, 22)",1
2018-08-20,2.625,1.7298701298701298,23.107692307692307,18.91428571428571,19.53333333333333,Light Breeze,Slight,20.51843711843712,562,"[20, 22)",1
2018-08-21,3.325,0.5947368421052632,24.70714285714286,18.292857142857144,18.8,Light Breeze,Slight,20.6,580,"[20, 22)",1
2018-08-22,4.1125,12.263529411764708,27.51428571428572,20.25714285714286,21.48333333333333,Gentle Breeze,Slight,23.08492063492064,599,"[22, 24)",1
2018-08-23,3.724999999999999,1.11025641025641,27.228571428571424,18.135714285714283,18.766666666666666,Gentle Breeze,Slight,21.376984126984127,610,"[20, 22)",1
2018-08-24,1.925,0.054054054054054,27.135714285714283,15.900000000000002,15.383333333333333,Light Breeze,Slight,19.47301587301587,681,"[18, 20)",1
2018-08-25,1.9125,0.004054054054054,26.538461538461537,16.757142857142856,17.625,Light Breeze,Slight,20.30686813186813,552,"[20, 22)",1
2018-08-26,3.0375,0.0,28.11538461538462,17.546153846153846,18.325000000000003,Light Breeze,Slight,21.32884615384616,528,"[20, 22)",1
2018-08-27,2.3375000000000004,0.0,30.55714285714286,20.684615384615388,20.666666666666668,Light Breeze,Slight,23.969474969474973,651,"[22, 24)",1
2018-08-28,3.1,0.0,33.292857142857144,22.928571428571427,23.7,Light Breeze,Slight,26.640476190476196,715,"[26, 28)",1
2018-08-29,3.3375000000000004,0.0,34.6,24.53571428571428,25.46666666666667,Light Breeze,Slight,28.200793650793653,685,,1
2018-08-30,3.525,0.0,33.25714285714285,24.28571428571429,24.433333333333337,Gentle Breeze,Slight,27.325396825396822,736,"[26, 28)",1
2018-08-31,3.975,0.9493670886075948,28.05,21.15,22.33333333333333,Gentle Breeze,Slight,23.844444444444445,623,"[22, 24)",1
2018-09-01,2.7875,4.264935064935065,25.13076923076924,19.77692307692308,20.0,Light Breeze,Slight,21.63589743589744,529,"[20, 22)",1
2018-09-02,2.0875000000000004,0.036231884057971,26.72307692307692,18.13571428571429,18.625,Light Breeze,Slight,21.16126373626373,528,"[20, 22)",1
2018-09-03,2.5250000000000004,0.0582278481012658,30.723076923076924,21.66153846153846,24.175,Light Breeze,Slight,25.519871794871797,533,"[24, 26)",1
2018-09-04,2.2,0.05375,33.22142857142857,23.707692307692312,23.05,Light Breeze,Slight,26.659706959706963,786,"[26, 28)",1
2018-09-05,2.4375,0.0073170731707317,32.52666666666667,22.92666666666667,22.385714285714283,Light Breeze,Slight,25.946349206349208,768,"[24, 26)",1
2018-09-06,2.9375000000000004,1.2365853658536583,33.378571428571426,22.85714285714286,25.200000000000003,Light Breeze,Slight,27.145238095238096,822,"[26, 28)",1
2018-09-07,3.25,9.133720930232558,28.83333333333333,21.35333333333333,22.47142857142857,Light Breeze,Slight,24.21936507936508,671,"[24, 26)",1
2018-09-08,4.0,1.5826666666666669,22.74666666666667,17.192857142857143,19.46,Gentle Breeze,Slight,19.79984126984127,568,"[18, 20)",1
2018-09-09,4.1875,4.79125,18.37857142857143,13.257142857142858,14.12,Gentle Breeze,Slight,15.251904761904765,556,"[14, 16)",1
2018-09-10,4.8375,20.396470588235296,17.392307692307693,12.221428571428572,13.216666666666669,Gentle Breeze,Slight,14.276800976800978,650,"[14, 16)",1
2018-09-11,1.475,15.53181818181818,20.94666666666667,14.92666666666667,16.257142857142856,Light Air,Slight,17.376825396825396,544,"[16, 18)",1
2018-09-12,1.825,2.863095238095238,24.22000000000001,19.040000000000003,20.32857142857143,Light Breeze,Slight,21.19619047619048,783,"[20, 22)",1
2018-09-13,3.3714285714285706,7.785365853658536,24.913333333333338,20.046666666666667,20.485714285714288,Light Breeze,Slight,21.8152380952381,718,"[20, 22)",1
2018-09-14,3.057142857142857,0.8455696202531645,24.106666666666666,19.40666666666667,19.457142857142856,Light Breeze,Slight,20.99015873015873,684,"[20, 22)",1
2018-09-15,1.6714285714285713,0.2662162162162162,24.85333333333333,18.214285714285715,18.2,Light Breeze,Slight,20.42253968253968,596,"[20, 22)",1
2018-09-16,1.4857142857142858,0.0123287671232876,27.785714285714285,17.507142857142856,17.22,Light Air,Slight,20.837619047619047,597,"[20, 22)",1
2018-09-17,2.4,0.1703703703703703,27.307692307692303,17.814285714285713,17.3,Light Breeze,Slight,20.807326007326008,673,"[20, 22)",1
2018-09-18,3.3375,6.546739130434782,25.933333333333334,19.15714285714285,21.485714285714284,Light Breeze,Slight,22.192063492063493,740,"[22, 24)",1
2018-09-19,3.0500000000000003,17.288372093023256,26.828571428571426,18.207142857142856,18.48333333333333,Light Breeze,Slight,21.17301587301587,519,"[20, 22)",1
2018-09-20,2.5875,0.2024096385542168,24.0,17.3,17.316666666666666,Light Breeze,Slight,19.538888888888888,659,"[18, 20)",1
2018-09-21,4.1875,0.04625,22.292857142857144,17.653333333333332,18.6,Gentle Breeze,Slight,19.515396825396827,715,"[18, 20)",1
2018-09-22,4.0875,0.0285714285714285,23.238461538461536,17.25384615384616,21.95,Gentle Breeze,Slight,20.81410256410257,562,"[20, 22)",1
2018-09-23,2.375,0.1986301369863014,20.553846153846152,15.046153846153848,15.7,Light Breeze,Slight,17.1,475,"[16, 18)",1
2018-09-24,4.7875,0.6882352941176471,19.485714285714284,13.335714285714284,14.516666666666666,Gentle Breeze,Slight,15.779365079365078,594,"[14, 16)",1
2018-09-25,3.925,14.831395348837209,21.392857142857142,13.571428571428571,15.266666666666664,Gentle Breeze,Slight,16.743650793650794,715,"[16, 18)",1
2018-09-26,3.5500000000000007,43.99213483146068,25.36428571428571,17.47142857142857,21.366666666666664,Gentle Breeze,Slight,21.40079365079365,755,"[20, 22)",1
2018-09-27,3.8,3.94367816091954,25.030769230769238,15.676923076923076,16.34,Gentle Breeze,Slight,19.01589743589744,672,"[18, 20)",1
2018-09-28,3.2375000000000007,29.211235955056186,19.642857142857142,13.407142857142857,15.349999999999998,Light Breeze,Slight,16.13333333333333,712,"[16, 18)",1
2018-09-29,2.3375,2.5443037974683542,21.23076923076923,12.138461538461538,11.95,Light Breeze,Slight,15.106410256410255,604,"[14, 16)",1
2018-09-30,2.15,0.0144736842105263,22.138461538461534,11.36923076923077,11.675,Light Breeze,Slight,15.060897435897436,510,"[14, 16)",1
